1977,4,Amnesty International,0,0,1961,United Kingdom,O
1977,2,John Hasbrouck van Vleck,13,3,1899,USA,M
1977,2,Philip Warren Anderson,13,12,1923,USA,M
1977,2,Sir Nevill Francis Mott,30,9,1905,United Kingdom,M
1978,3,Peter D. Mitchell,29,9,1920,United Kingdom,M
1978,1,Isaac Bashevis Singer,14,7,1904,Russian Empire,M
1978,5,Daniel Nathans,30,11,1928,USA,M
1978,5,Hamilton O. Smith,23,8,1931,USA,M
1978,5,Werner Arber,3,6,1929,Switzerland,M
1978,4,Menachem Begin,16,8,1913,Russian Empire,M
1978,4,Mohamed Anwar al-Sadat,25,12,1918,Egypt,M
1978,2,Arno Allan Penzias,26,4,1933,Germany,M
1978,2,Pyotr Leonidovich Kapitsa,9,7,1894,Russian Empire,M
1978,2,Robert Woodrow Wilson,10,1,1936,USA,M
1979,3,Georg Wittig,16,6,1897,Germany,M
1979,3,Herbert C. Brown,22,5,1912,United Kingdom,M
1979,1,Odysseus Elytis,2,10,1911,Crete,M
1979,5,Allan M. Cormack,23,2,1924,South Africa,M
1979,5,Godfrey N. Hounsfield,28,8,1919,United Kingdom,M
1979,4,Mother Teresa,26,8,1910,Ottoman Empire,F
1979,2,Abdus Salam,29,1,1926,India,M
1979,2,Sheldon Lee Glashow,5,12,1932,USA,M
1979,2,Steven Weinberg,3,5,1933,USA,M
1980,3,Frederick Sanger,13,8,1918,United Kingdom,M
1980,3,Paul Berg,30,6,1926,USA,M
1980,3,Walter Gilbert,21,3,1932,USA,M
1980,1,Czeslaw Milosz,30,6,1911,Russian Empire,M
1980,5,Baruj Benacerraf,29,11,1920,Venezuela,M
1980,5,George D. Snell,19,12,1903,USA,M
1980,5,Jean Dausset,19,11,1916,France,M
1980,4,Adolfo Pérez Esquivel,26,10,1931,Argentina,M
1980,2,James Watson Cronin,29,9,1931,USA,M
1980,2,Val Logsdon Fitch,10,3,1923,USA,M
1981,3,Kenichi Fukui,4,11,1918,Japan,M
1981,3,Roald Hoffmann,18,7,1937,Poland,M
1981,1,Elias Canetti,25,7,1905,Bulgaria,M
1981,5,David H. Hubel,27,2,1926,Canada,M
1981,5,Roger W. Sperry,20,8,1913,USA,M
1981,5,Torsten N. Wiesel,3,6,1924,Sweden,M
1981,4,Office of the United Nations High Commissioner for Refugees ,,,1951,Switzerland,O
1981,2,Arthur Leonard Schawlow,5,5,1921,USA,M
1981,2,Kai M. Siegbahn,20,4,1918,Sweden,M
1981,2,Nicolaas Bloembergen,11,3,1920,the Netherlands,M
1982,3,Aaron Klug,11,8,1926,Lithuania,M
1982,1,Gabriel García Márquez,6,3,1928,Colombia,M
1982,5,Bengt I. Samuelsson,21,5,1934,Sweden,M
1982,5,John R. Vane,29,3,1927,United Kingdom,M
1982,5,Sune K. Bergström,10,1,1916,Sweden,M
1982,4,Alfonso García Robles,20,3,1911,Mexico,M
1982,4,Alva Myrdal,31,1,1902,Sweden,F
1982,2,Kenneth G. Wilson,8,6,1936,USA,M
1983,3,Henry Taube,30,10,1915,Canada,M
1983,1,William Golding,19,9,1911,United Kingdom,M
1983,5,Barbara McClintock,16,6,1902,USA,F
1983,4,Lech Walesa,29,9,1943,Poland,M
1983,2,Subramanyan Chandrasekhar,19,11,1910,India,M
1983,2,William Alfred Fowler,9,8,1911,USA,M
1984,3,Robert Bruce Merrifield,15,7,1921,USA,M
1984,1,Jaroslav Seifert,23,9,1901,Austria-Hungary,M
1984,5,César Milstein,8,11,1927,Argentina,M
1984,5,Georges J.F. Köhler,17,4,1946,Germany,M
1984,5,Niels K. Jerne,23,12,1911,United Kingdom,M
1984,4,Desmond Mpilo Tutu,7,11,1931,South Africa,M
1984,2,Carlo Rubbia,31,3,1934,Italy,M
1984,2,Simon van der Meer,24,10,1925,the Netherlands,M
1985,3,Herbert A. Hauptman,14,2,1917,USA,M
1985,3,Jerome Karle,18,6,1918,USA,M
1985,1,Claude Simon,10,11,1913,Madagascar,M
1985,5,Joseph L. Goldstein,18,4,1940,USA,M
1985,5,Michael S. Brown,13,4,1941,USA,M
1985,4,International Physicians for the Prevention of Nuclear War,0,0,1980,USA,O
1985,2,Klaus von Klitzing,28,6,1943,German-occupied Poland,M
1986,3,Dudley R. Herschbach,18,6,1932,USA,M
1986,3,John C. Polanyi,23,1,1929,Germany,M
1986,3,Yuan T. Lee,19,10,1936,Taiwan,M
1986,1,Wole Soyinka,13,7,1934,Nigeria,M
1986,5,Rita Levi-Montalcini,22,4,1909,Italy,F
1986,5,Stanley Cohen,17,10,1922,USA,M
1986,4,Elie Wiesel,30,9,1928,Romania,M
1986,2,Ernst Ruska,25,12,1906,Germany,M
1986,2,Gerd Binnig,20,7,1947,West Germany,M
1986,2,Heinrich Rohrer,6,6,1933,Switzerland,M
1987,3,Charles J. Pedersen,3,11,1904,Korea,M
1987,3,Donald J. Cram,22,4,1919,USA,M
1987,3,Jean-Marie Lehn,30,9,1939,France,M
1987,1,Joseph Brodsky,24,5,1940,USSR,M
1987,5,Susumu Tonegawa,6,9,1939,Japan,M
1987,4,Oscar Arias Sánchez,13,9,1941,Costa Rica,M
1987,2,J. Georg Bednorz,16,5,1950,West Germany,M
1987,2,K. Alexander Müller,20,4,1927,Switzerland,M
1988,3,Hartmut Michel,18,7,1948,West Germany,M
1988,3,Johann Deisenhofer,30,9,1943,Germany,M
1988,3,Robert Huber,20,2,1937,Germany,M
1988,1,Naguib Mahfouz,11,12,1911,Egypt,M
1988,5,George H. Hitchings,18,4,1905,USA,M
1988,5,Gertrude B. Elion,23,1,1918,USA,F
1988,5,Sir James W. Black,14,6,1924,Scotland,M
1988,4,United Nations Peacekeeping Forces,,,1948,,O
1988,2,Jack Steinberger,25,5,1921,Germany,M
1988,2,Leon M. Lederman,15,7,1922,USA,M
1988,2,Melvin Schwartz,2,10,1932,USA,M
1989,3,Sidney Altman,7,5,1939,Canada,M
1989,3,Thomas R. Cech,8,12,1947,USA,M
1989,1,Camilo José Cela,11,5,1916,Spain,M
1989,5,Harold E. Varmus,18,12,1939,USA,M
1989,5,J. Michael Bishop,22,2,1936,USA,M
1989,4,The 14th Dalai Lama ,6,7,1935,Tibet,M
1989,2,Hans G. Dehmelt,9,9,1922,Germany,M
1989,2,Norman F. Ramsey,27,8,1915,USA,M
1989,2,Wolfgang Paul,10,8,1913,Germany,M
1990,3,Elias James Corey,12,7,1928,USA,M
1990,1,Octavio Paz,31,3,1914,Mexico,M
1990,5,E. Donnall Thomas,15,3,1920,USA,M
1990,5,Joseph E. Murray,1,4,1919,USA,M
1990,4,Mikhail Sergeyevich Gorbachev,2,3,1931,USSR,M
1990,2,Henry W. Kendall,9,12,1926,USA,M
1990,2,Jerome I. Friedman,28,3,1930,USA,M
1990,2,Richard E. Taylor,2,10,1929,Canada,M
1991,3,Richard R. Ernst,14,8,1933,Switzerland,M
1991,1,Nadine Gordimer,20,10,1923,South Africa,F
1991,5,Bert Sakmann,12,6,1942,Germany,M
1991,5,Erwin Neher,20,3,1944,Germany,M
1991,4,Aung San Suu Kyi,19,6,1945,Burma,F
1991,2,Pierre-Gilles de Gennes,24,11,1932,France,M
1992,3,Rudolph A. Marcus,21,7,1923,Canada,M
1992,1,Derek Walcott,23,1,1930,Saint Lucia,M
1992,5,Edmond H. Fischer,6,4,1920,China,M
1992,5,Edwin G. Krebs,6,6,1918,USA,M
1992,4,Rigoberta Menchú Tum,9,1,1959,Guatemala,F
1992,2,Georges Charpak,1,8,1924,Poland,M
1993,3,Kary B. Mullis,28,12,1944,USA,M
1993,3,Michael Smith,26,4,1932,United Kingdom,M
1993,1,Toni Morrison,18,2,1931,USA,F
1993,5,Phillip A. Sharp,6,6,1944,USA,M
1993,5,Richard J. Roberts,6,9,1943,United Kingdom,M
1993,4,Frederik Willem de Klerk,18,3,1936,South Africa,M
1993,4,Nelson Mandela,18,7,1918,South Africa,M
1993,2,Joseph H. Taylor Jr.,29,3,1941,USA,M
1993,2,Russell A. Hulse,28,10,1950,USA,M
1994,3,George A. Olah,22,5,1927,Hungary,M
1994,1,Kenzaburo Oe,31,1,1935,Japan,M
1994,5,Alfred G. Gilman,1,7,1941,USA,M
1994,5,Martin Rodbell,1,12,1925,USA,M
1994,4,Shimon Peres,16,8,1923,Poland,M
1994,4,Yasser Arafat,24,8,1929,Egypt,M
1994,4,Yitzhak Rabin,1,3,1922,British Mandate of Palestine,M
1994,2,Bertram N. Brockhouse,15,7,1918,Canada,M
1994,2,Clifford G. Shull,23,9,1915,USA,M
1995,3,F. Sherwood Rowland,28,6,1927,USA,M
1995,3,Mario J. Molina,19,3,1943,Mexico,M
1995,3,Paul J. Crutzen,3,12,1933,the Netherlands,M
1995,1,Seamus Heaney,13,4,1939,Northern Ireland,M
1995,5,Christiane Nüsslein-Volhard,20,11,1942,Germany,F
1995,5,Edward B. Lewis,20,5,1918,USA,M
1995,5,Eric F. Wieschaus,8,6,1947,USA,M
1995,4,Joseph Rotblat,4,10,1908,Russian Empire,M
1995,4,Pugwash Conferences on Science and World Affairs,0,0,1957,Canada,O
1995,2,Frederick Reines,16,3,1918,USA,M
1995,2,Martin L. Perl,24,6,1927,USA,M
1996,3,Richard E. Smalley,6,6,1943,USA,M
1996,3,Robert F. Curl Jr.,23,8,1933,USA,M
1996,3,Sir Harold W. Kroto,7,11,1939,United Kingdom,M
1996,1,Wislawa Szymborska,2,7,1923,Poland,F
1996,5,Peter C. Doherty,15,11,1940,Australia,M
1996,5,Rolf M. Zinkernagel,6,1,1944,Switzerland,M
1996,4,Carlos Filipe Ximenes Belo,3,2,1948,East Timor,M
1996,4,José Ramos-Horta,26,12,1949,East Timor,M
1996,2,David M. Lee,20,1,1931,USA,M
1996,2,Douglas D. Osheroff,1,8,1945,USA,M
1996,2,Robert C. Richardson,26,7,1937,USA,M
1997,3,Jens C. Skou,8,11,1918,Denmark,M
1997,3,John E. Walker,7,1,1941,United Kingdom,M
1997,3,Paul D. Boyer,31,7,1918,USA,M
1997,1,Dario Fo,24,3,1926,Italy,M
1997,5,Stanley B. Prusiner,28,5,1942,USA,M
1997,4,International Campaign to Ban Landmines ,0,0,1991,,O
1997,4,Jody Williams,9,11,1950,USA,F
1997,2,Claude Cohen-Tannoudji,1,4,1933,Algeria,M
1997,2,Steven Chu,28,2,1948,USA,M
1997,2,William D. Phillips,5,10,1948,USA,M
1998,3,John A. Pople,31,11,1925,United Kingdom,M
1998,3,Walter Kohn,9,3,1923,Austria,M
1998,1,José Saramago,16,10,1922,Portugal,M
1998,5,Ferid Murad,14,9,1936,USA,M
1998,5,Louis J. Ignarro,31,5,1941,USA,M
1998,5,Robert F. Furchgott,4,6,1916,USA,M
1998,4,David Trimble,15,11,1944,Northern Ireland,M
1998,4,John Hume,18,1,1937,Northern Ireland,M
1998,2,Daniel C. Tsui,28,2,1939,China,M
1998,2,Horst L. Störmer,6,4,1949,West Germany,M
1998,2,Robert B. Laughlin,1,10,1950,USA,M
1999,3,Ahmed H. Zewail,26,2,1946,Egypt,M
1999,1,Günter Grass,16,11,1927,Free City of Danzig,M
1999,5,Günter Blobel,21,5,1936,Germany,M
1999,4,Médecins Sans Frontières,0,0,1971,France,O
1999,2,Gerardus 't Hooft,5,7,1946,the Netherlands,M
1999,2,Martinus J.G. Veltman,27,6,1931,the Netherlands,M
2000,3,Alan G. MacDiarmid,14,4,1927,New Zealand,M
2000,3,Alan J. Heeger,22,1,1936,USA,M
2000,3,Hideki Shirakawa,20,8,1936,Japan,M
2000,1,Gao Xingjian,4,1,1940,China,M
2000,5,Arvid Carlsson,25,1,1923,Sweden,M
2000,5,Eric R. Kandel,7,10,1929,Austria,M
2000,5,Paul Greengard,11,12,1925,USA,M
2000,4,Kim Dae-jung,3,12,1925,Korea,M
2000,2,Herbert Kroemer,25,8,1928,Germany,M
2000,2,Jack S. Kilby,8,10,1923,USA,M
2000,2,Zhores I. Alferov,15,3,1930,USSR,M
2001,3,K. Barry Sharpless,28,4,1941,USA,M
2001,3,Ryoji Noyori,3,9,1938,Japan,M
2001,3,William S. Knowles,1,6,1917,USA,M
2001,1,Sir Vidiadhar Surajprasad Naipaul,17,8,1932,Trinidad,M
2001,5,Leland H. Hartwell,30,11,1939,USA,M
2001,5,Sir Paul M. Nurse,25,1,1949,United Kingdom,M
2001,5,Tim Hunt,19,2,1943,United Kingdom,M
2001,4,Kofi Annan,8,4,1938,Gold Coast,M
2001,4,United Nations ,,,1945,,O
2001,2,Carl E. Wieman,26,3,1951,USA,M
2001,2,Eric A. Cornell,19,12,1961,USA,M
2001,2,Wolfgang Ketterle,21,11,1957,West Germany,M
2002,3,John B. Fenn,15,6,1917,USA,M
2002,3,Koichi Tanaka,3,8,1959,Japan,M
2002,3,Kurt Wüthrich,4,11,1938,Switzerland,M
2002,1,Imre Kertész,9,10,1929,Hungary,M
2002,5,H. Robert Horvitz,8,5,1947,USA,M
2002,5,John E. Sulston,27,3,1942,United Kingdom,M
2002,5,Sydney Brenner,13,1,1927,South Africa,M
2002,4,Jimmy Carter,1,11,1924,USA,M
2002,2,Masatoshi Koshiba,19,9,1926,Japan,M
2002,2,Raymond Davis Jr.,14,11,1914,USA,M
2002,2,Riccardo Giacconi,6,11,1931,Italy,M
2003,3,Peter Agre,30,1,1949,USA,M
2003,3,Roderick MacKinnon,19,2,1956,USA,M
2003,1,John M. Coetzee,9,2,1940,South Africa,M
2003,5,Paul C. Lauterbur,6,5,1929,USA,M
2003,5,Sir Peter Mansfield,9,11,1933,United Kingdom,M
2003,4,Shirin Ebadi,21,6,1947,Iran,M
2003,2,Alexei A. Abrikosov,25,6,1928,USSR,M
2003,2,Anthony J. Leggett,26,3,1938,United Kingdom,M
2003,2,Vitaly L. Ginzburg,4,11,1916,Russia,M
2004,3,Aaron Ciechanover,1,11,1947,British Protectorate of Palestine,M
2004,3,Avram Hershko,31,12,1937,Hungary,M
2004,3,Irwin Rose,16,7,1926,USA,M
2004,1,Elfriede Jelinek,20,11,1946,Austria,F
2004,5,Linda B. Buck,29,1,1947,USA,F
2004,5,Richard Axel,2,7,1946,USA,M
2004,4,Wangari Muta Maathai,1,4,1940,Kenya,F
2004,2,David J. Gross,19,2,1941,USA,M
2004,2,Frank Wilczek,15,5,1951,USA,M
2004,2,H. David Politzer,31,8,1949,USA,M
2005,3,Richard R. Schrock,4,1,1945,USA,M
2005,3,Robert H. Grubbs,27,2,1942,USA,M
2005,3,Yves Chauvin,10,11,1930,France,M
2005,1,Harold Pinter,10,11,1930,United Kingdom,M
2005,5,Barry J. Marshall,30,9,1951,Australia,M
2005,5,J. Robin Warren,11,6,1937,Australia,M
2005,4,International Atomic Energy Agency ,0,0,1957,Austria,O
2005,4,Mohamed ElBaradei,17,6,1942,Egypt,M
2005,2,John L. Hall,21,8,1934,USA,M
2005,2,Roy J. Glauber,1,9,1925,USA,M
2005,2,Theodor W. Hänsch,30,11,1941,Germany,M
2006,3,Roger D. Kornberg,24,4,1947,USA,M
2006,1,Orhan Pamuk,7,6,1952,Turkey,M
2006,5,Andrew Z. Fire,27,4,1959,USA,M
2006,5,Craig C. Mello,19,11,1960,USA,M
2006,4,Grameen Bank,0,0,1976,Bangladesh,O
2006,4,Muhammad Yunus,28,6,1940,British India,M
2006,2,George F. Smoot,20,2,1945,USA,M
2006,2,John C. Mather,7,8,1946,USA,M
2007,3,Gerhard Ertl,10,11,1936,Germany,M
2007,1,Doris Lessing,22,11,1919,Persia,M
2007,5,Mario R. Capecchi,6,11,1937,Italy,M
2007,5,Oliver Smithies,23,6,1925,United Kingdom,M
2007,5,Sir Martin J. Evans,1,1,1941,United Kingdom,M
2007,4,Albert Arnold Gore Jr.,31,3,1948,USA,M
2007,4,Intergovernmental Panel on Climate Change ,0,0,1988,USA,O
2007,2,Albert Fert,7,3,1938,France,M
2007,2,Peter Grünberg,18,5,1939,Czechoslovakia,M
2008,3,Martin Lee Chalfie,15,01,1947,USA,M
2008,3,Osamu Shimomura,27,08,1928,Japan,M
2008,3,Roger Y. Tsien,1,2,1952,USA,M
2008,1,Jean-Marie Gustave Le Clézio,13,4,1940,France,M
2008,5,Françoise Barré-Sinoussi,30,7,1947,France,F
2008,5,Harald zur Hausen,11,3,1936,Germany,M
2008,5,Luc Montagnier,18,8,1932,France,M
2008,4,Martti Ahtisaari,23,6,1937,Finland,M
2008,2,Makoto Kobayashi,7,4,1944,Japan,M
2008,2,Toshihide Maskawa,07,02,1940,Japan,M
2008,2,Yoichiro Nambu,18,1,1921,Japan,M
2009,3,Ada E. Yonath,22,6,1939,Israel,F
2009,3,Thomas A. Steitz,23,8,1940,USA,M
2009,3,Venkatraman Ramakrishnan,0,0,1952,India,M
2009,1,Herta Müller,17,8,1953,Romania,F
2009,5,Carol W. Greider,15,4,1961,USA,F
2009,5,Elizabeth H. Blackburn,26,10,1948,Australia,F
2009,5,Jack W. Szostak,9,10,1952,United Kingdom,M
2009,4,Barack H. Obama,4,8,1961,USA,M
2009,2,Charles K. Kao,4,10,1933,China,M
2009,2,George E. Smith,10,5,1930,USA,M
2009,2,Willard S. Boyle,19,8,1924,Canada,M
2010,3,Akira Suzuki,12,09,1930,Japan,M
2010,3,Ei-ichi Negishi,14,07,1935,China,M
2010,3,Richard F. Heck,15,08,1931,USA,M
2010,1,Mario Vargas Llosa,28,3,1936,Peru,M
2010,5,Robert G. Edwards,27,09,1925,United Kingdom,M
2010,4,Liu Xiaobo,28,12,1955,China,M
2010,2,Andre Geim,01,10,1958,Russia,M
2010,2,Konstantin Novoselov,23,08,1974,Russia,M
2011,4,Ellen Johnson Sirleaf,29,10,1938,Liberia,F
2011,4,Leymah Roberta Gbowee,01,02,1972,Liberia,F
2011,4,Tawakkol Karman,07,02,1979,Yemen,F
2011,1,Alice Ann Munro,10,07,1931,Canada,F
2012,4,European Union,0,0,0,,O
2013,4,Organisation for the Prohibition of Chemical Weapons,0,0,1997,,O
